1|COMPLETED|0:0|3|1|1048576K||00:01.731|1|30
1.batch|COMPLETED|0:0|3|1||100324K|00:01.731|1.batch|
2|COMPLETED|0:0|2|1|2097152K||00:01.498|2|10
2.batch|COMPLETED|0:0|2|1||148636K|00:01.498|2.batch|
3|COMPLETED|0:0|2|1|2097152K||00:01.262|3|15
3.batch|COMPLETED|0:0|2|1||122520K|00:01.262|3.batch|
4|COMPLETED|0:0|1|1|1048576K||00:01.036|4|5
4.batch|COMPLETED|0:0|1|1||131992K|00:01.036|4.batch|
